order_id,customer_id,product_id,order_date,ship_date,quantity,discount_percent,courier_partner
ORD018258,C0781,P003,2025-01-23,2025-01-25,2,0.30,BlueDart
ORD018259,C1732,P004,2025-04-23,2025-04-27,5,0.10,BlueDart
ORD018260,C3082,P006,2025-03-09,2025-03-11,4,0.10,BlueDart
ORD018261,C2973,P001,2025-01-17,2025-01-21,2,0.15,FedEx
ORD018262,C1366,P007,2025-01-16,2025-01-30,5,0.05,SwiftEx
ORD018263,C3082,P005,2026-02-11,2026-02-13,3,0.15,FedEx
ORD018264,C4982,P003,2025-06-13,2025-06-26,2,0.25,SwiftEx
ORD018265,C4170,P005,2025-06-21,2025-06-25,4,0.10,BlueDart
ORD018266,C4012,P002,2025-06-22,2025-06-23,1,0.15,FedEx
ORD018267,C1053,P007,2025-10-25,2025-10-28,1,0.10,FedEx
ORD018268,C1124,P003,2025-09-28,2025-10-02,5,0.20,BlueDart
ORD018269,C0216,P002,2025-06-27,2025-07-01,4,0.00,DHL
ORD018270,C0273,P005,2025-11-01,2025-11-02,1,0.10,DHL
ORD018271,C1296,P007,2026-04-07,2026-04-11,4,0.10,FedEx
ORD018272,C3876,P007,2025-12-01,2025-12-05,2,0.10,FedEx
ORD018273,C4674,P006,2025-12-04,2025-12-06,1,0.05,BlueDart
ORD018274,C3001,P003,2025-04-03,2025-04-05,4,0.15,BlueDart
ORD018275,C0574,P003,2026-01-24,2026-02-04,2,0.30,SwiftEx
ORD018276,C0945,P006,2026-01-10,2026-01-24,2,0.10,SwiftEx
ORD018277,C2421,P006,2025-06-28,2025-07-01,3,0.10,BlueDart
ORD018278,C4458,P001,2025-09-16,2025-09-18,2,0.00,DHL
ORD018279,C0573,P007,2025-02-03,2025-02-16,5,0.15,SwiftEx
ORD018280,C4132,P007,2025-08-29,2025-08-31,1,0.10,FedEx
ORD018281,C2919,P001,2026-03-10,2026-03-14,2,0.05,DHL
ORD018282,C0492,P007,2025-10-19,2025-10-20,1,0.10,DHL
ORD018283,C3520,P006,2026-02-13,2026-02-15,5,0.05,DHL
ORD018284,C2295,P006,2025-12-24,2025-12-27,1,0.15,DHL
ORD018285,C3666,P006,2025-06-06,2025-06-07,3,0.00,DHL
ORD018286,C3998,P006,2026-03-17,2026-03-18,5,0.05,DHL
ORD018287,C4506,P005,2025-03-23,2025-03-26,1,0.15,BlueDart
ORD018288,C0338,P004,2026-03-12,2026-03-14,3,0.00,FedEx
ORD018289,C0845,P004,2025-01-03,2025-01-07,3,0.05,BlueDart
ORD018290,C1124,P004,2025-02-12,2025-02-14,3,0.00,DHL
ORD018291,C2311,P003,2026-03-29,2026-03-30,4,0.25,FedEx
ORD018292,C2694,P001,2026-02-07,2026-02-08,1,0.05,BlueDart
ORD018293,C4290,P007,2025-09-12,2025-09-13,3,0.15,BlueDart
ORD018294,C0218,P005,2026-04-23,2026-05-08,3,0.15,SwiftEx
ORD018295,C3502,P006,2025-03-03,2025-03-16,2,0.15,SwiftEx
ORD018296,C2064,P001,2025-10-30,2025-10-31,5,0.00,FedEx
ORD018297,C2260,P005,2025-02-08,2025-02-11,1,0.05,BlueDart
ORD018298,C3267,P002,2025-12-19,2025-12-22,2,0.15,BlueDart
ORD018299,C0985,P002,2026-04-11,2026-04-12,3,0.05,FedEx
ORD018300,C2005,P001,2025-07-02,2025-07-18,2,0.10,SwiftEx
ORD018301,C2232,P007,2025-09-26,2025-09-27,5,0.05,FedEx
ORD018302,C3250,P006,2026-03-14,2026-03-17,1,0.00,FedEx
ORD018303,C4326,P001,2025-04-02,2025-04-03,5,0.10,BlueDart
ORD018304,C1490,P001,2025-10-18,2025-10-28,5,0.05,SwiftEx
ORD018305,C2725,P003,2025-03-20,2025-03-22,4,0.15,FedEx
ORD018306,C4195,P007,2025-07-10,2025-07-25,2,0.15,SwiftEx
ORD018307,C0996,P001,2025-02-13,2025-02-28,5,0.05,SwiftEx
ORD018308,C3929,P001,2025-04-03,2025-04-13,4,0.00,SwiftEx
ORD018309,C3843,P001,2025-07-08,2025-07-11,1,0.00,DHL
ORD018310,C3558,P006,2026-04-20,2026-04-23,5,0.15,DHL
ORD018311,C4536,P006,2026-03-18,2026-03-19,5,0.15,FedEx
ORD018312,C4704,P005,2025-09-17,2025-10-02,3,0.15,SwiftEx
ORD018313,C3308,P006,2026-04-15,2026-04-16,2,0.15,BlueDart
ORD018314,C4153,P003,2025-01-21,2025-01-25,5,0.20,FedEx
ORD018315,C1334,P007,2025-04-09,2025-04-11,3,0.10,DHL
ORD018316,C3539,P005,2025-09-21,2025-09-24,1,0.00,FedEx
ORD018317,C1030,P004,2026-02-20,2026-02-23,1,0.00,FedEx
ORD018318,C3348,P001,2025-11-05,2025-11-08,1,0.00,BlueDart
ORD018319,C0100,P002,2025-06-18,2025-06-22,4,0.05,FedEx
ORD018320,C4582,P006,2025-10-20,2025-10-24,2,0.10,BlueDart
ORD018321,C1396,P001,2025-06-06,2025-06-08,5,0.15,FedEx
ORD018322,C1194,P007,2025-09-13,2025-09-27,4,0.00,SwiftEx
ORD018323,C2685,P004,2025-07-12,2025-07-14,1,0.10,FedEx
ORD018324,C4582,P006,2026-01-29,,1,0.00,BlueDart
ORD018325,C1470,P006,2025-04-06,2025-04-16,2,0.05,SwiftEx
ORD018326,C4521,P004,2025-04-12,2025-04-27,3,0.10,SwiftEx
ORD018327,C0114,P007,2026-01-01,2026-01-04,5,0.15,FedEx
ORD018328,C4854,P004,2025-01-12,2025-01-13,1,0.15,DHL
ORD018329,C4743,P004,2025-03-25,2025-03-28,2,0.10,DHL
ORD018330,C0417,P007,2025-12-17,2025-12-21,4,0.15,FedEx
ORD018331,C4084,P005,2026-04-14,2026-04-16,3,0.05,DHL
ORD018332,C3389,P004,2025-06-16,2025-06-19,2,0.05,BlueDart
ORD018333,C0160,P002,2026-04-12,2026-04-23,4,0.05,SwiftEx
ORD018334,C3262,P004,2025-10-08,2025-10-09,2,0.15,BlueDart
ORD018335,C0588,P005,2025-08-04,2025-08-08,3,0.05,FedEx
ORD018336,C2293,P006,2025-07-15,2025-07-18,4,0.10,DHL
ORD018337,C2643,P006,2025-12-14,2025-12-15,2,0.05,FedEx
ORD018338,C2537,P003,2025-07-06,2025-07-08,4,0.15,BlueDart
ORD018339,C0087,P003,2025-05-20,2025-06-04,2,0.15,SwiftEx
ORD018340,C3560,P007,2025-12-20,2025-12-23,3,0.10,BlueDart
ORD018341,C0371,P004,2025-03-23,2025-04-05,2,0.05,SwiftEx
ORD018342,C3406,P002,2025-08-25,2025-08-26,2,0.15,FedEx
ORD018343,C1009,P006,2025-06-16,,1,0.00,FedEx
ORD018344,C3679,P004,2025-02-12,2025-02-14,5,0.00,BlueDart
ORD018345,C0982,P002,2025-05-25,2025-06-10,3,0.10,SwiftEx
ORD018346,C0187,P003,2025-02-03,2025-02-13,4,0.20,SwiftEx
ORD018347,C1881,P001,2026-02-06,2026-02-20,2,0.00,SwiftEx
ORD018348,C1990,P007,2026-04-26,2026-04-30,4,0.00,DHL
ORD018349,C2147,P005,2026-04-02,2026-04-16,2,0.10,SwiftEx
ORD018350,C3550,P006,2025-08-20,2025-08-23,5,0.10,FedEx
ORD018351,C0446,P001,2025-03-14,2025-03-15,4,0.15,FedEx
ORD018352,C4303,P002,2025-04-17,2025-04-20,5,0.00,BlueDart
ORD018353,C3681,P005,2025-02-12,2025-02-14,4,0.00,DHL
ORD018354,C4807,P005,2025-11-26,2025-11-28,2,0.15,DHL
ORD018355,C4597,P007,2026-02-27,2026-03-12,2,0.15,SwiftEx
ORD018356,C2974,P003,2025-11-28,2025-11-30,4,0.30,DHL
ORD018357,C2158,P003,2025-09-19,2025-09-22,5,0.25,BlueDart
ORD018358,C1995,P005,2025-06-16,2025-06-26,2,0.15,SwiftEx
ORD018359,C4607,P005,2025-02-17,2025-02-19,5,0.15,DHL
ORD018360,C0979,P007,2025-06-07,2025-06-10,5,0.05,FedEx
ORD018361,C4895,P007,2026-02-19,2026-03-01,1,0.05,SwiftEx
ORD018362,C3397,P003,2025-06-01,2025-06-03,5,0.30,DHL
ORD018363,C1172,P001,2025-04-21,2025-04-24,2,0.05,DHL
ORD018364,C1103,P004,2025-03-15,2025-03-18,4,0.00,FedEx
ORD018365,C4130,P002,2026-03-29,2026-04-11,5,0.10,SwiftEx
ORD018366,C2751,P007,2025-08-27,2025-08-31,5,0.15,FedEx
ORD018367,C1382,P002,2025-06-17,2025-07-03,5,0.00,SwiftEx
ORD018368,C1140,P003,2025-05-29,2025-06-01,4,0.20,DHL
ORD018369,C0789,P001,2025-03-19,2025-03-20,1,0.00,FedEx
ORD018370,C1567,P003,2026-01-13,2026-01-17,3,0.15,BlueDart
ORD018371,C0932,P003,2025-10-17,2025-10-21,3,0.15,BlueDart
ORD018372,C3460,P005,2025-03-14,2025-03-25,5,0.05,SwiftEx
ORD018373,C3120,P004,2025-06-12,2025-06-15,5,0.10,BlueDart
ORD018374,C0122,P003,2025-04-27,2025-04-30,5,0.25,FedEx
ORD018375,C4359,P002,2025-11-15,2025-11-19,2,0.05,BlueDart
ORD018376,C4426,P001,2026-02-15,2026-02-17,2,0.00,BlueDart
ORD018377,C0619,P006,2025-07-26,2025-07-30,3,0.00,FedEx
ORD018378,C0290,P001,2025-05-29,2025-06-01,4,0.10,FedEx
ORD018379,C2850,P004,2025-09-09,2025-09-11,2,0.00,FedEx
ORD018380,C4828,P001,2026-01-31,2026-02-04,5,0.05,FedEx
ORD018381,C2512,P002,2026-04-14,2026-04-16,4,0.15,FedEx
ORD018382,C0987,P007,2025-11-11,2025-11-26,3,0.05,SwiftEx
ORD018383,C4016,P001,2025-05-05,2025-05-06,2,0.15,DHL
ORD018384,C2803,P005,2025-11-26,2025-12-12,2,0.15,SwiftEx
ORD018385,C0295,P004,2026-03-05,2026-03-17,1,0.10,SwiftEx
ORD018386,C1742,P001,2025-12-09,2025-12-10,3,0.00,FedEx
ORD018387,C1524,P005,2026-01-24,2026-01-26,3,0.05,FedEx
ORD018388,C4399,P005,2026-03-16,2026-03-18,4,0.00,DHL
ORD018389,C4281,P006,2025-10-17,2025-10-21,4,0.05,FedEx
ORD018390,C4482,P002,2025-11-15,2025-11-16,3,0.10,FedEx
ORD018391,C3197,P002,2025-05-15,2025-05-16,1,0.00,FedEx
ORD018392,C2556,P003,2025-08-31,2025-09-02,1,0.15,DHL
ORD018393,C0216,P006,2025-08-20,2025-08-22,4,0.00,FedEx
ORD018394,C2050,P002,2026-01-24,2026-01-25,3,0.05,FedEx
ORD018395,C2706,P006,2026-03-29,2026-04-02,5,0.05,BlueDart
ORD018396,C2115,P002,2025-06-11,2025-06-14,3,0.15,FedEx
ORD018397,C0054,P005,2025-01-30,2025-02-03,2,0.00,DHL
ORD018398,C1740,P002,2025-06-27,2025-06-30,3,0.05,DHL
ORD018399,C3681,P003,2026-01-30,2026-01-31,4,0.25,FedEx
ORD018400,C4725,P004,2025-06-14,2025-06-26,2,0.10,SwiftEx
ORD018401,C2206,P001,2025-08-06,2025-08-07,2,0.10,FedEx
ORD018402,C2082,P005,2025-10-05,2025-10-20,5,0.00,SwiftEx
ORD018403,C1728,P002,2026-02-25,2026-03-10,5,0.05,SwiftEx
ORD018404,C4792,P004,2025-03-03,2025-03-18,1,0.05,SwiftEx
ORD018405,C4651,P006,2025-03-05,2025-03-07,4,0.10,FedEx
ORD018406,C4703,P005,2025-08-12,2025-08-15,3,0.00,BlueDart
ORD018407,C2209,P004,2025-10-21,2025-10-25,5,0.15,DHL
ORD018408,C3243,P001,2025-06-04,2025-06-05,2,0.00,BlueDart
ORD018409,C1564,P002,2025-05-14,2025-05-30,4,0.10,SwiftEx
ORD018410,C3803,P006,2025-03-08,2025-03-10,3,0.05,FedEx
ORD018411,C1282,P007,2025-09-09,2025-09-23,4,0.15,SwiftEx
ORD018412,C2099,P001,2026-01-27,2026-01-30,4,0.10,FedEx
ORD018413,C1826,P005,2026-02-24,2026-02-27,5,0.10,BlueDart
ORD018414,C3888,P007,2025-05-29,2025-05-31,3,0.10,BlueDart
ORD018415,C0481,P007,2025-02-08,2025-02-12,1,0.05,DHL
ORD018416,C2951,P002,2025-11-08,2025-11-11,5,0.05,DHL
ORD018417,C2871,P002,2025-11-21,2025-11-23,3,0.00,FedEx
ORD018418,C4744,P002,2026-02-06,2026-02-22,4,0.05,SwiftEx
ORD018419,C3758,P006,2025-02-10,2025-02-25,5,0.10,SwiftEx
ORD018420,C2629,P004,2025-08-22,2025-09-04,3,0.05,SwiftEx
ORD018421,C1185,P006,2025-12-05,2025-12-08,3,0.15,FedEx
ORD018422,C0773,P007,2025-01-27,2025-01-28,5,0.10,BlueDart
ORD018423,C1781,P005,2025-02-28,2025-03-03,3,0.05,DHL
ORD018424,C3401,P005,2025-08-26,2025-09-11,1,0.05,SwiftEx
ORD018425,C4749,P007,2026-04-26,2026-04-28,3,0.00,BlueDart
ORD018426,C1252,P006,2025-03-12,2025-03-16,4,0.10,FedEx
ORD018427,C4190,P006,2025-01-25,2025-01-28,2,0.05,BlueDart
ORD018428,C1424,P002,2026-04-25,2026-04-29,4,0.00,BlueDart
ORD018429,C0856,P003,2025-07-05,2025-07-09,2,0.20,FedEx
ORD018430,C4463,P001,2025-01-29,2025-02-02,3,0.10,BlueDart
ORD018431,C3232,P005,2025-06-29,2025-06-30,2,0.15,FedEx
ORD018432,C3912,P004,2026-01-06,2026-01-08,5,0.10,BlueDart
ORD018433,C1003,P004,2025-11-10,2025-11-11,5,0.15,DHL
ORD018434,C2260,P005,2026-04-25,2026-05-09,4,0.15,SwiftEx
ORD018435,C0863,P001,2025-08-23,2025-08-24,2,0.00,FedEx
ORD018436,C0490,P003,2025-05-17,2025-05-18,2,0.15,DHL
ORD018437,C3305,P001,2025-10-04,2025-10-08,4,0.00,DHL
ORD018438,C1988,P006,2025-06-03,2025-06-17,2,0.05,SwiftEx
ORD018439,C0396,P004,2025-04-20,2025-04-22,1,0.05,DHL
ORD018440,C3414,P001,2026-02-08,2026-02-12,2,0.05,BlueDart
ORD018441,C0092,P006,2025-01-07,2025-01-10,3,0.00,DHL
ORD018442,C2071,P002,2025-03-18,2025-03-28,5,0.05,SwiftEx
ORD018443,C1894,P007,2026-01-20,2026-01-24,2,0.10,FedEx
ORD018444,C3999,P001,2025-02-07,2025-02-10,2,0.15,BlueDart
ORD018445,C2124,P006,2025-09-24,2025-09-25,4,0.10,FedEx
ORD018446,C2263,P006,2025-10-27,2025-10-31,1,0.05,FedEx
ORD018447,C0033,P001,2025-04-09,2025-04-10,2,0.10,BlueDart
ORD018448,C4328,P003,2025-05-09,2025-05-20,2,0.20,SwiftEx
ORD018449,C2186,P002,2026-04-26,2026-04-27,2,0.05,FedEx
ORD018450,C0146,P003,2025-03-12,2025-03-28,5,0.20,SwiftEx
ORD018451,C2654,P005,2026-01-28,2026-01-31,4,0.05,FedEx
ORD018452,C1359,P002,2026-02-03,2026-02-13,3,0.10,SwiftEx
ORD018453,C2567,P006,2025-05-13,2025-05-16,3,0.05,DHL
ORD018454,C3874,P002,2026-03-24,2026-03-28,3,0.10,DHL
ORD018455,C0286,P006,2026-01-17,2026-01-27,5,0.00,SwiftEx
ORD018456,C3654,P001,2025-04-17,2025-05-02,3,0.00,SwiftEx
ORD018457,C2573,P004,2025-08-03,2025-08-05,1,0.15,FedEx
ORD018458,C1172,P003,2025-10-25,2025-10-28,5,0.25,BlueDart
ORD018459,C2610,P003,2025-07-20,2025-07-24,2,0.15,DHL
ORD018460,C2041,P003,2026-02-11,2026-02-14,1,0.15,BlueDart
ORD018461,C0582,P003,2025-08-16,2025-08-29,2,0.30,SwiftEx
ORD018462,C3689,P001,2025-04-25,2025-05-11,4,0.15,SwiftEx
ORD018463,C1466,P006,2025-02-23,2025-02-27,2,0.10,FedEx
ORD018464,C3628,P005,2025-12-03,2025-12-16,1,0.00,SwiftEx
ORD018465,C2501,P007,2025-09-05,2025-09-08,4,0.10,FedEx
ORD018466,C4870,P004,2025-09-09,2025-09-10,4,0.15,DHL
ORD018467,C2397,P003,2025-12-01,2025-12-04,1,0.30,DHL
ORD018468,C4700,P001,2025-10-22,2025-10-25,4,0.00,DHL
ORD018469,C0986,P004,2025-10-28,2025-11-01,3,0.05,BlueDart
ORD018470,C4440,P007,2025-03-08,2025-03-09,4,0.15,FedEx
ORD018471,C2105,P003,2025-12-05,2025-12-06,2,0.20,BlueDart
ORD018472,C1959,P003,2026-03-22,2026-03-25,2,0.25,BlueDart
ORD018473,C4904,P004,2025-01-13,2025-01-15,5,0.00,BlueDart
ORD018474,C4167,P002,2025-07-07,2025-07-08,4,0.00,DHL
ORD018475,C0675,P007,2025-07-28,2025-08-13,5,0.15,SwiftEx
ORD018476,C1059,P002,2025-07-25,2025-08-08,3,0.10,SwiftEx
ORD018477,C4272,P005,2026-03-10,2026-03-11,5,0.15,BlueDart
ORD018478,C4809,P002,2025-01-08,2025-01-12,1,0.10,DHL
ORD018479,C1142,P002,2026-04-16,2026-04-19,1,0.00,DHL
ORD018480,C4653,P002,2025-05-09,2025-05-11,1,0.05,BlueDart
ORD018481,C2363,P001,2025-02-07,2025-02-11,4,0.10,BlueDart
ORD018482,C3933,P005,2026-02-08,2026-02-23,2,0.15,SwiftEx
ORD018483,C4951,P003,2025-05-07,2025-05-10,1,0.25,FedEx
ORD018484,C4820,P002,2025-08-18,2025-08-28,2,0.15,SwiftEx
ORD018485,C4703,P007,2025-04-14,2025-04-24,4,0.10,SwiftEx
ORD018486,C0488,P001,2026-03-11,2026-03-12,4,0.10,FedEx
ORD018487,C4760,P006,2025-04-23,2025-04-27,1,0.00,FedEx
ORD018488,C2629,P007,2025-02-11,2025-02-12,4,0.00,BlueDart
ORD018489,C3487,P007,2025-06-03,2025-06-05,2,0.00,FedEx
ORD018490,C2474,P001,2025-05-31,2025-06-02,1,0.05,FedEx
ORD018491,C0842,P003,2026-02-09,2026-02-12,5,0.25,BlueDart
ORD018492,C3200,P004,2025-09-12,2025-09-16,3,0.15,FedEx
ORD018493,C0316,P003,2025-09-30,2025-10-04,4,0.15,DHL
ORD018494,C4117,P003,2025-12-21,2026-01-06,5,0.30,SwiftEx
ORD018495,C3771,P007,2025-01-09,2025-01-10,3,0.15,FedEx
ORD018496,C0372,P005,2025-01-01,2025-01-04,5,0.10,BlueDart
ORD018497,C2274,P004,2026-02-24,2026-02-25,2,0.15,FedEx
ORD018498,C4023,P005,2026-03-26,2026-04-10,4,0.00,SwiftEx
ORD018499,C3887,P001,2025-08-07,2025-08-10,5,0.10,BlueDart
ORD018500,C3598,P007,2025-11-18,2025-11-29,2,0.10,SwiftEx
ORD018501,C1449,P005,2025-04-23,2025-04-24,5,0.15,FedEx
ORD018502,C4613,P005,2025-09-08,2025-09-22,2,0.15,SwiftEx
ORD018503,C3112,P004,2025-10-31,2025-11-04,3,0.10,DHL
ORD018504,C2720,P006,2025-10-30,2025-11-14,2,0.10,SwiftEx
ORD018505,C0288,P002,2026-01-28,2026-01-29,4,0.15,BlueDart
ORD018506,C1478,P001,2026-01-02,2026-01-06,2,0.10,DHL
ORD018507,C3801,P006,2025-04-10,2025-04-13,3,0.15,FedEx
ORD018508,C4392,P005,2025-11-13,2025-11-17,5,0.10,FedEx
ORD018509,C4544,P006,2025-12-23,2025-12-26,5,0.15,FedEx
ORD018510,C0750,P003,2025-08-25,2025-08-27,4,0.25,BlueDart
ORD018511,C3649,P004,2025-10-04,2025-10-06,1,0.15,BlueDart
ORD018512,C3720,P002,2025-10-19,2025-10-22,1,0.00,FedEx
ORD018513,C2349,P007,2025-03-16,2025-03-17,3,0.00,DHL
ORD018514,C0970,P005,2025-04-28,2025-05-11,1,0.10,SwiftEx
ORD018515,C3420,P003,2025-09-30,2025-10-03,3,0.15,DHL
ORD018516,C2121,P007,2025-11-17,2025-11-20,2,0.10,BlueDart
ORD018517,C1449,P001,2026-01-24,2026-01-25,3,0.15,FedEx
ORD018518,C2984,P005,2025-12-04,2025-12-05,5,0.00,BlueDart
ORD018519,C2107,P001,2025-08-30,2025-09-03,5,0.00,BlueDart
ORD018520,C2399,P004,2025-10-12,2025-10-14,5,0.00,FedEx
ORD018521,C4728,P001,2025-07-19,2025-08-01,3,0.15,SwiftEx
ORD018522,C0989,P006,2025-11-30,2025-12-04,2,0.05,DHL
ORD018523,C1892,P006,2025-07-14,2025-07-16,4,0.05,FedEx
ORD018524,C3473,P003,2025-04-19,2025-04-21,2,0.30,DHL
ORD018525,C2726,P001,2025-03-16,2025-03-20,3,0.10,FedEx
ORD018526,C4305,P007,2026-04-09,2026-04-13,3,0.05,FedEx
ORD018527,C2900,P005,2025-07-15,2025-07-18,5,0.15,BlueDart
ORD018528,C2443,P005,2025-11-10,2025-11-11,5,0.00,BlueDart
ORD018529,C4381,P005,2025-10-09,2025-10-11,1,0.10,DHL
ORD018530,C0327,P001,2025-11-21,2025-11-25,3,0.10,FedEx
ORD018531,C0435,P005,2025-08-18,2025-08-19,5,0.10,FedEx
ORD018532,C2284,P001,2025-10-10,2025-10-23,2,0.15,SwiftEx
ORD018533,C3527,P001,2025-01-10,2025-01-12,2,0.05,FedEx
ORD018534,C4022,P002,2025-03-31,2025-04-02,5,0.10,BlueDart
ORD018535,C3856,P004,2025-03-31,2025-04-04,4,0.00,BlueDart
ORD018536,C3838,P004,2025-04-21,2025-05-05,3,0.10,SwiftEx
ORD018537,C3747,P002,2025-07-10,2025-07-21,3,0.15,SwiftEx
ORD018538,C2745,P004,2025-03-29,2025-04-14,5,0.15,SwiftEx
ORD018539,C1075,P006,2025-05-08,2025-05-21,2,0.15,SwiftEx
ORD018540,C1861,P002,2025-09-01,2025-09-15,2,0.10,SwiftEx
ORD018541,C1055,P004,2026-02-08,2026-02-09,1,0.15,DHL
ORD018542,C3099,P004,2026-01-31,2026-02-01,5,0.10,FedEx
ORD018543,C2523,P001,2025-09-17,2025-09-21,4,0.00,FedEx
ORD018544,C4471,P004,2025-07-08,2025-07-20,5,0.00,SwiftEx
ORD018545,C3466,P007,2025-06-22,2025-06-26,4,0.10,FedEx
ORD018546,C2899,P006,2025-09-29,2025-10-03,5,0.15,BlueDart
ORD018547,C3864,P003,2025-07-15,2025-07-16,1,0.15,FedEx
ORD018548,C1327,P006,2025-07-30,2025-08-03,4,0.05,DHL
ORD018549,C4059,P003,2025-05-19,2025-05-21,1,0.20,BlueDart
ORD018550,C1551,P001,2025-01-05,2025-01-08,2,0.15,BlueDart
ORD018551,C0862,P005,2025-08-07,2025-08-08,5,0.05,DHL
ORD018552,C2098,P006,2025-05-14,2025-05-26,3,0.00,SwiftEx
ORD018553,C0344,P006,2025-09-07,2025-09-20,3,0.00,SwiftEx
ORD018554,C2195,P002,2025-09-24,2025-09-25,5,0.05,DHL
ORD018555,C0494,P005,2025-07-06,2025-07-07,5,0.00,DHL
ORD018556,C4074,P007,2025-03-08,2025-03-10,4,0.15,BlueDart
ORD018557,C3052,P001,2026-04-02,2026-04-13,4,0.15,SwiftEx
ORD018558,C4970,P001,2025-10-24,2025-10-27,5,0.10,DHL
ORD018559,C3797,P007,2025-09-02,2025-09-05,5,0.10,DHL
ORD018560,C1073,P002,2025-05-06,2025-05-22,3,0.10,SwiftEx
ORD018561,C0967,P007,2025-02-13,2025-02-16,1,0.10,FedEx
ORD018562,C3972,P001,2025-04-11,2025-04-12,1,0.10,DHL
ORD018563,C0784,P004,2025-09-21,2025-09-22,3,0.00,FedEx
ORD018564,C3094,P004,2026-01-06,2026-01-07,1,0.10,BlueDart
ORD018565,C2226,P002,2025-11-06,2025-11-08,2,0.15,DHL
ORD018566,C0878,P006,2025-09-13,2025-09-16,3,0.10,DHL
ORD018567,C2533,P007,2025-07-15,2025-07-27,4,0.00,SwiftEx
ORD018568,C3559,P001,2025-04-08,2025-04-10,4,0.10,BlueDart
ORD018569,C1477,P004,2026-04-12,2026-04-16,2,0.05,DHL
ORD018570,C2052,P002,2025-10-16,2025-10-17,4,0.10,FedEx
ORD018571,C4280,P003,2026-02-10,2026-02-25,3,0.30,SwiftEx
ORD018572,C0912,P006,2026-01-29,2026-01-30,3,0.15,FedEx
ORD018573,C2466,P002,2025-03-31,2025-04-15,1,0.05,SwiftEx
ORD018574,C4319,P003,2025-06-16,2025-06-19,3,0.20,DHL
ORD018575,C0893,P004,2025-09-14,2025-09-16,3,0.00,BlueDart
ORD018576,C1532,P006,2025-12-08,2025-12-09,4,0.10,DHL
ORD018577,C3872,P003,2026-01-01,2026-01-04,4,0.30,BlueDart
ORD018578,C1731,P004,2025-01-26,2025-01-30,2,0.00,FedEx
ORD018579,C4194,P002,2025-08-10,2025-08-12,1,0.00,FedEx
ORD018580,C1886,P002,2025-12-11,2025-12-15,3,0.15,BlueDart
ORD018581,C2473,P006,2025-12-26,2026-01-11,1,0.00,SwiftEx
ORD018582,C4271,P003,2026-01-28,2026-02-01,3,0.15,DHL
ORD018583,C1580,P002,2025-09-27,2025-10-11,3,0.15,SwiftEx
ORD018584,C0283,P007,2025-06-06,2025-06-07,1,0.05,FedEx
ORD018585,C1903,P005,2025-07-02,2025-07-05,1,0.00,BlueDart
ORD018586,C3114,P007,2026-03-14,2026-03-18,4,0.00,BlueDart
ORD018587,C3759,P002,2025-06-24,2025-06-28,4,0.10,FedEx
ORD018588,C4766,P005,2025-01-08,2025-01-10,4,0.05,BlueDart
ORD018589,C1923,P004,2025-08-10,2025-08-11,4,0.05,DHL
ORD018590,C2858,P001,2026-04-01,2026-04-03,1,0.05,FedEx
ORD018591,C3579,P005,2025-02-03,2025-02-07,3,0.05,DHL
ORD018592,C2296,P003,2026-01-31,2026-02-01,4,0.15,FedEx
ORD018593,C0342,P006,2025-07-17,2025-07-19,3,0.00,DHL
ORD018594,C2616,P005,2025-03-05,2025-03-07,4,0.15,BlueDart
ORD018595,C2787,P003,2025-02-26,2025-03-01,4,0.15,FedEx
ORD018596,C2052,P002,2025-04-01,2025-04-02,1,0.15,FedEx
ORD018597,C1673,P005,2025-06-16,2025-06-17,5,0.05,FedEx
ORD018598,C1546,P005,2025-04-05,2025-04-08,4,0.00,BlueDart
ORD018599,C4574,P003,2025-07-19,2025-07-22,5,0.30,BlueDart
ORD018600,C1203,P003,2025-02-12,2025-02-25,3,0.20,SwiftEx
ORD018601,C2430,P002,2025-06-21,2025-07-03,5,0.15,SwiftEx
ORD018602,C1536,P005,2025-03-03,2025-03-16,4,0.10,SwiftEx
ORD018603,C4713,P003,2025-12-22,2025-12-26,3,0.30,BlueDart
ORD018604,C0332,P001,2025-12-13,2025-12-29,1,0.00,SwiftEx
ORD018605,C2257,P006,2025-02-05,2025-02-09,5,0.10,DHL
ORD018606,C4985,P002,2026-03-05,2026-03-09,3,0.05,DHL
ORD018607,C2941,P001,2025-05-14,2025-05-15,2,0.10,BlueDart
ORD018608,C2453,P006,2025-11-09,2025-11-10,5,0.00,FedEx
ORD018609,C2254,P006,2025-07-12,2025-07-23,3,0.05,SwiftEx
ORD018610,C0167,P004,2025-10-07,2025-10-11,4,0.15,FedEx
ORD018611,C2891,P006,2025-12-18,2025-12-22,2,0.05,DHL
ORD018612,C0156,P007,2026-02-17,2026-02-18,4,0.05,DHL
ORD018613,C0316,P006,2025-09-01,2025-09-05,1,0.05,BlueDart
ORD018614,C1288,P003,2025-08-17,2025-08-18,5,0.25,DHL
ORD018615,C0084,P004,2025-03-20,2025-03-23,2,0.00,DHL
ORD018616,C0066,P007,2025-03-02,2025-03-03,2,0.05,DHL
ORD018617,C0911,P004,2026-02-03,2026-02-05,3,0.05,BlueDart
ORD018618,C3988,P003,2026-01-04,2026-01-16,3,0.20,SwiftEx
ORD018619,C2044,P005,2025-02-17,2025-02-21,5,0.15,BlueDart
