return_id,order_id,return_reason
RET203189,ORD024956,Late Delivery
RET203190,ORD024959,Late Delivery
RET203191,ORD024966,Late Delivery
RET203192,ORD025005,Late Delivery
RET203193,ORD025010,Late Delivery
RET203194,ORD025043,Late Delivery
RET203195,ORD025047,Late Delivery
RET203196,ORD025078,Late Delivery
RET203197,ORD025084,Late Delivery
RET203198,ORD025088,Late Delivery
RET203199,ORD025107,Late Delivery
RET203200,ORD025112,Late Delivery
RET203201,ORD025116,Late Delivery
RET203202,ORD025118,Late Delivery
RET203203,ORD025134,Late Delivery
RET203204,ORD025146,Late Delivery
RET203205,ORD025153,Late Delivery
RET203206,ORD025160,Late Delivery
RET203207,ORD025162,Late Delivery
RET203208,ORD025170,Late Delivery
RET203209,ORD025185,Late Delivery
RET203210,ORD025196,Late Delivery
RET203211,ORD025201,Late Delivery
RET203212,ORD025210,Late Delivery
RET203213,ORD025228,Late Delivery
RET203214,ORD025237,Late Delivery
RET203215,ORD025239,Late Delivery
RET203216,ORD025276,Late Delivery
RET203217,ORD025286,Late Delivery
RET203218,ORD025293,Late Delivery
RET203219,ORD025299,Late Delivery
RET203220,ORD025300,Late Delivery
RET203221,ORD025301,Defective
RET203222,ORD025307,Late Delivery
RET203223,ORD025308,Defective
RET203224,ORD025309,Late Delivery
RET203225,ORD025321,Late Delivery
RET203226,ORD025340,Late Delivery
RET203227,ORD025349,Late Delivery
RET203228,ORD025363,Changed Mind
RET203229,ORD025364,Late Delivery
RET203230,ORD025375,Late Delivery
RET203231,ORD025376,Late Delivery
RET203232,ORD025381,Late Delivery
RET203233,ORD025388,Late Delivery
RET203234,ORD025390,Late Delivery
RET203235,ORD025408,Late Delivery
RET203236,ORD025415,Late Delivery
RET203237,ORD025449,Late Delivery
RET203238,ORD025452,Late Delivery
RET203239,ORD025475,Wrong Item
RET203240,ORD025478,Late Delivery
RET203241,ORD025485,Late Delivery
RET203242,ORD025497,Late Delivery
RET203243,ORD025503,Late Delivery
RET203244,ORD025505,Late Delivery
RET203245,ORD025514,Late Delivery
RET203246,ORD025515,Late Delivery
RET203247,ORD025518,Late Delivery
RET203248,ORD025525,Defective
RET203249,ORD025530,Late Delivery
RET203250,ORD025548,Late Delivery
RET203251,ORD025549,Late Delivery
RET203252,ORD025551,Late Delivery
RET203253,ORD025552,Late Delivery
RET203254,ORD025555,Late Delivery
RET203255,ORD025560,Late Delivery
RET203256,ORD025566,Late Delivery
RET203257,ORD025567,Late Delivery
RET203258,ORD025575,Late Delivery
RET203259,ORD025576,Late Delivery
RET203260,ORD025583,Late Delivery
RET203261,ORD025600,Late Delivery
RET203262,ORD025611,Late Delivery
RET203263,ORD025615,Late Delivery
RET203264,ORD025638,Late Delivery
RET203265,ORD025641,Defective
RET203266,ORD025642,Late Delivery
RET203267,ORD025645,Late Delivery
RET203268,ORD025646,Late Delivery
RET203269,ORD025650,Late Delivery
RET203270,ORD025667,Late Delivery
RET203271,ORD025672,Late Delivery
RET203272,ORD025675,Late Delivery
RET203273,ORD025679,Late Delivery
RET203274,ORD025680,Late Delivery
RET203275,ORD025688,Late Delivery
RET203276,ORD025707,Wrong Item
RET203277,ORD025712,Late Delivery
RET203278,ORD025716,Late Delivery
RET203279,ORD025720,Late Delivery
RET203280,ORD025729,Late Delivery
RET203281,ORD025736,Late Delivery
RET203282,ORD025737,Defective
RET203283,ORD025740,Late Delivery
RET203284,ORD025742,Late Delivery
RET203285,ORD025745,Late Delivery
RET203286,ORD025750,Late Delivery
RET203287,ORD025755,Late Delivery
RET203288,ORD025758,Late Delivery
RET203289,ORD025765,Wrong Item
RET203290,ORD025768,Late Delivery
RET203291,ORD025772,Late Delivery
RET203292,ORD025783,Late Delivery
RET203293,ORD025787,Late Delivery
RET203294,ORD025791,Late Delivery
RET203295,ORD025797,Wrong Item
RET203296,ORD025801,Late Delivery
RET203297,ORD025815,Late Delivery
RET203298,ORD025829,Late Delivery
RET203299,ORD025830,Late Delivery
RET203300,ORD025835,Late Delivery
RET203301,ORD025838,Late Delivery
RET203302,ORD025841,Late Delivery
RET203303,ORD025842,Late Delivery
RET203304,ORD025846,Late Delivery
RET203305,ORD025856,Late Delivery
RET203306,ORD025864,Late Delivery
RET203307,ORD025865,Late Delivery
RET203308,ORD025882,Late Delivery
RET203309,ORD025884,Late Delivery
RET203310,ORD025899,Late Delivery
RET203311,ORD025900,Late Delivery
RET203312,ORD025904,Late Delivery
RET203313,ORD025936,Late Delivery
RET203314,ORD025937,Late Delivery
RET203315,ORD025943,Late Delivery
RET203316,ORD025953,Late Delivery
RET203317,ORD025957,Late Delivery
RET203318,ORD025962,Late Delivery
RET203319,ORD025977,Late Delivery
RET203320,ORD025986,Late Delivery
RET203321,ORD026006,Wrong Item
RET203322,ORD026033,Late Delivery
RET203323,ORD026046,Late Delivery
RET203324,ORD026048,Late Delivery
RET203325,ORD026054,Late Delivery
RET203326,ORD026063,Late Delivery
RET203327,ORD026064,Late Delivery
RET203328,ORD026072,Late Delivery
RET203329,ORD026077,Late Delivery
RET203330,ORD026094,Late Delivery
RET203331,ORD026111,Late Delivery
RET203332,ORD026119,Late Delivery
RET203333,ORD026132,Late Delivery
RET203334,ORD026133,Late Delivery
RET203335,ORD026144,Late Delivery
RET203336,ORD026181,Late Delivery
RET203337,ORD026188,Late Delivery
RET203338,ORD026195,Late Delivery
RET203339,ORD026202,Late Delivery
RET203340,ORD026203,Late Delivery
RET203341,ORD026206,Late Delivery
RET203342,ORD026223,Changed Mind
RET203343,ORD026224,Late Delivery
RET203344,ORD026241,Late Delivery
RET203345,ORD026251,Late Delivery
RET203346,ORD026260,Wrong Item
RET203347,ORD026261,Late Delivery
RET203348,ORD026287,Late Delivery
RET203349,ORD026289,Late Delivery
RET203350,ORD026300,Late Delivery
RET203351,ORD026304,Late Delivery
RET203352,ORD026318,Late Delivery
RET203353,ORD026331,Late Delivery
RET203354,ORD026333,Late Delivery
RET203355,ORD026348,Late Delivery
RET203356,ORD026349,Late Delivery
RET203357,ORD026351,Late Delivery
RET203358,ORD026356,Late Delivery
RET203359,ORD026364,Late Delivery
RET203360,ORD026370,Late Delivery
RET203361,ORD026371,Late Delivery
RET203362,ORD026376,Late Delivery
RET203363,ORD026418,Late Delivery
RET203364,ORD026428,Late Delivery
RET203365,ORD026429,Late Delivery
RET203366,ORD026461,Late Delivery
RET203367,ORD026474,Late Delivery
RET203368,ORD026480,Late Delivery
RET203369,ORD026503,Wrong Item
RET203370,ORD026508,Late Delivery
RET203371,ORD026510,Late Delivery
RET203372,ORD026515,Late Delivery
RET203373,ORD026518,Late Delivery
RET203374,ORD026532,Defective
RET203375,ORD026533,Late Delivery
RET203376,ORD026536,Late Delivery
RET203377,ORD026537,Wrong Item
RET203378,ORD026551,Late Delivery
RET203379,ORD026585,Late Delivery
RET203380,ORD026586,Late Delivery
RET203381,ORD026597,Late Delivery
RET203382,ORD026602,Late Delivery
RET203383,ORD026606,Late Delivery
RET203384,ORD026610,Late Delivery
RET203385,ORD026621,Late Delivery
RET203386,ORD026625,Defective
RET203387,ORD026639,Late Delivery
RET203388,ORD026640,Late Delivery
RET203389,ORD026658,Late Delivery
RET203390,ORD026659,Late Delivery
RET203391,ORD026669,Late Delivery
RET203392,ORD026672,Wrong Item
RET203393,ORD026676,Late Delivery
RET203394,ORD026679,Late Delivery
RET203395,ORD026704,Late Delivery
RET203396,ORD026707,Late Delivery
RET203397,ORD026717,Late Delivery
RET203398,ORD026747,Late Delivery
RET203399,ORD026772,Late Delivery
RET203400,ORD026776,Changed Mind
RET203401,ORD026779,Late Delivery
RET203402,ORD026783,Late Delivery
RET203403,ORD026787,Changed Mind
RET203404,ORD026801,Defective
RET203405,ORD026802,Late Delivery
RET203406,ORD026804,Wrong Item
RET203407,ORD026826,Late Delivery
RET203408,ORD026828,Late Delivery
RET203409,ORD026834,Wrong Item
RET203410,ORD026836,Late Delivery
RET203411,ORD026837,Late Delivery
RET203412,ORD026858,Late Delivery
RET203413,ORD026868,Late Delivery
RET203414,ORD026869,Late Delivery
RET203415,ORD026870,Late Delivery
RET203416,ORD026879,Late Delivery
RET203417,ORD026888,Late Delivery
RET203418,ORD026905,Late Delivery
RET203419,ORD026907,Late Delivery
RET203420,ORD026910,Late Delivery
RET203421,ORD026912,Late Delivery
RET203422,ORD026914,Changed Mind
RET203423,ORD026923,Late Delivery
RET203424,ORD026926,Late Delivery
RET203425,ORD026929,Changed Mind
RET203426,ORD026945,Late Delivery
RET203427,ORD026946,Late Delivery
RET203428,ORD026963,Late Delivery
RET203429,ORD026970,Defective
RET203430,ORD026984,Late Delivery
RET203431,ORD026994,Wrong Item
RET203432,ORD027000,Late Delivery
RET203433,ORD027003,Late Delivery
RET203434,ORD027017,Late Delivery
RET203435,ORD027031,Late Delivery
RET203436,ORD027039,Late Delivery
RET203437,ORD027053,Late Delivery
RET203438,ORD027067,Defective
RET203439,ORD027073,Wrong Item
RET203440,ORD027075,Late Delivery
RET203441,ORD027078,Late Delivery
RET203442,ORD027079,Late Delivery
RET203443,ORD027083,Late Delivery
RET203444,ORD027096,Late Delivery
RET203445,ORD027102,Late Delivery
RET203446,ORD027105,Late Delivery
RET203447,ORD027106,Late Delivery
RET203448,ORD027143,Wrong Item
RET203449,ORD027146,Late Delivery
RET203450,ORD027151,Late Delivery
RET203451,ORD027154,Late Delivery
RET203452,ORD027155,Late Delivery
RET203453,ORD027158,Late Delivery
RET203454,ORD027179,Late Delivery
RET203455,ORD027197,Late Delivery
RET203456,ORD027201,Late Delivery
RET203457,ORD027209,Late Delivery
RET203458,ORD027218,Late Delivery
RET203459,ORD027233,Late Delivery
RET203460,ORD027237,Late Delivery
RET203461,ORD027238,Late Delivery
RET203462,ORD027245,Late Delivery
RET203463,ORD027253,Late Delivery
RET203464,ORD027263,Late Delivery
RET203465,ORD027278,Late Delivery
RET203466,ORD027281,Late Delivery
RET203467,ORD027282,Late Delivery
RET203468,ORD027284,Late Delivery
RET203469,ORD027296,Late Delivery
RET203470,ORD027310,Late Delivery
RET203471,ORD027323,Late Delivery
RET203472,ORD027327,Late Delivery
RET203473,ORD027330,Wrong Item
RET203474,ORD027333,Wrong Item
RET203475,ORD027338,Late Delivery
RET203476,ORD027346,Late Delivery
RET203477,ORD027349,Late Delivery
RET203478,ORD027353,Late Delivery
RET203479,ORD027357,Late Delivery
RET203480,ORD027374,Late Delivery
RET203481,ORD027376,Late Delivery
RET203482,ORD027385,Late Delivery
RET203483,ORD027386,Late Delivery
RET203484,ORD027394,Late Delivery
RET203485,ORD027400,Late Delivery
RET203486,ORD027401,Changed Mind
RET203487,ORD027407,Late Delivery
RET203488,ORD027415,Late Delivery
RET203489,ORD027421,Late Delivery
RET203490,ORD027422,Late Delivery
RET203491,ORD027429,Late Delivery
RET203492,ORD027433,Late Delivery
RET203493,ORD027439,Late Delivery
RET203494,ORD027462,Late Delivery
RET203495,ORD027464,Late Delivery
RET203496,ORD027469,Late Delivery
RET203497,ORD027470,Late Delivery
RET203498,ORD027472,Late Delivery
RET203499,ORD027512,Late Delivery
RET203500,ORD027515,Late Delivery
RET203501,ORD027516,Late Delivery
RET203502,ORD027519,Late Delivery
RET203503,ORD027529,Late Delivery
RET203504,ORD027546,Late Delivery
RET203505,ORD027550,Late Delivery
RET203506,ORD027567,Late Delivery
RET203507,ORD027570,Defective
RET203508,ORD027573,Late Delivery
RET203509,ORD027575,Changed Mind
RET203510,ORD027577,Late Delivery
RET203511,ORD027590,Late Delivery
RET203512,ORD027594,Wrong Item
RET203513,ORD027597,Late Delivery
RET203514,ORD027602,Defective
RET203515,ORD027604,Late Delivery
RET203516,ORD027613,Late Delivery
RET203517,ORD027616,Late Delivery
RET203518,ORD027621,Changed Mind
RET203519,ORD027646,Changed Mind
RET203520,ORD027650,Wrong Item
RET203521,ORD027653,Late Delivery
RET203522,ORD027654,Late Delivery
RET203523,ORD027660,Late Delivery
RET203524,ORD027664,Late Delivery
RET203525,ORD027665,Late Delivery
RET203526,ORD027667,Late Delivery
RET203527,ORD027679,Late Delivery
RET203528,ORD027686,Late Delivery
RET203529,ORD027692,Late Delivery
RET203530,ORD027694,Late Delivery
RET203531,ORD027707,Late Delivery
RET203532,ORD027708,Late Delivery
RET203533,ORD027724,Late Delivery
RET203534,ORD027726,Late Delivery
RET203535,ORD027740,Late Delivery
RET203536,ORD027751,Late Delivery
RET203537,ORD027758,Late Delivery
RET203538,ORD027759,Late Delivery
RET203539,ORD027764,Late Delivery
RET203540,ORD027782,Late Delivery
RET203541,ORD027807,Late Delivery
RET203542,ORD027816,Late Delivery
RET203543,ORD027834,Changed Mind
RET203544,ORD027837,Late Delivery
RET203545,ORD027852,Late Delivery
RET203546,ORD027860,Late Delivery
RET203547,ORD027882,Late Delivery
RET203548,ORD027883,Late Delivery
RET203549,ORD027906,Late Delivery
RET203550,ORD027920,Late Delivery
RET203551,ORD027923,Late Delivery
RET203552,ORD027945,Late Delivery
RET203553,ORD027949,Late Delivery
RET203554,ORD027956,Late Delivery
RET203555,ORD027964,Late Delivery
RET203556,ORD027969,Late Delivery
RET203557,ORD027971,Defective
RET203558,ORD027974,Late Delivery
RET203559,ORD027985,Late Delivery
RET203560,ORD027996,Late Delivery
RET203561,ORD028007,Late Delivery
RET203562,ORD028018,Wrong Item
RET203563,ORD028022,Late Delivery
RET203564,ORD028046,Late Delivery
RET203565,ORD028047,Late Delivery
RET203566,ORD028050,Defective
RET203567,ORD028058,Late Delivery
RET203568,ORD028078,Late Delivery
RET203569,ORD028085,Late Delivery
RET203570,ORD028090,Late Delivery
RET203571,ORD028092,Late Delivery
RET203572,ORD028099,Wrong Item
RET203573,ORD028100,Late Delivery
RET203574,ORD028118,Late Delivery
RET203575,ORD028121,Wrong Item
RET203576,ORD028123,Late Delivery
RET203577,ORD028127,Late Delivery
RET203578,ORD028130,Late Delivery
RET203579,ORD028144,Late Delivery
RET203580,ORD028149,Late Delivery
RET203581,ORD028153,Late Delivery
RET203582,ORD028156,Late Delivery
RET203583,ORD028166,Late Delivery
RET203584,ORD028178,Wrong Item
RET203585,ORD028199,Late Delivery
RET203586,ORD028201,Late Delivery
RET203587,ORD028215,Wrong Item
RET203588,ORD028216,Late Delivery
RET203589,ORD028220,Late Delivery
RET203590,ORD028223,Late Delivery
RET203591,ORD028232,Late Delivery
RET203592,ORD028236,Late Delivery
RET203593,ORD028246,Late Delivery
RET203594,ORD028249,Late Delivery
RET203595,ORD028267,Late Delivery
RET203596,ORD028268,Late Delivery
RET203597,ORD028271,Late Delivery
RET203598,ORD028274,Late Delivery
RET203599,ORD028293,Late Delivery
RET203600,ORD028300,Late Delivery
RET203601,ORD028312,Late Delivery
RET203602,ORD028319,Late Delivery
RET203603,ORD028337,Late Delivery
RET203604,ORD028352,Defective
RET203605,ORD028360,Changed Mind
RET203606,ORD028362,Late Delivery
RET203607,ORD028375,Late Delivery
RET203608,ORD028379,Late Delivery
RET203609,ORD028382,Wrong Item
RET203610,ORD028392,Late Delivery
RET203611,ORD028397,Late Delivery
RET203612,ORD028398,Late Delivery
RET203613,ORD028417,Late Delivery
RET203614,ORD028425,Late Delivery
RET203615,ORD028432,Late Delivery
RET203616,ORD028436,Late Delivery
RET203617,ORD028439,Late Delivery
RET203618,ORD028442,Wrong Item
RET203619,ORD028451,Late Delivery
RET203620,ORD028457,Defective
RET203621,ORD028463,Wrong Item
RET203622,ORD028464,Late Delivery
RET203623,ORD028469,Late Delivery
RET203624,ORD028486,Late Delivery
RET203625,ORD028492,Defective
RET203626,ORD028499,Late Delivery
RET203627,ORD028506,Late Delivery
RET203628,ORD028509,Late Delivery
RET203629,ORD028516,Late Delivery
RET203630,ORD028528,Late Delivery
RET203631,ORD028547,Late Delivery
RET203632,ORD028551,Late Delivery
RET203633,ORD028555,Late Delivery
RET203634,ORD028560,Late Delivery
RET203635,ORD028571,Wrong Item
RET203636,ORD028578,Late Delivery
RET203637,ORD028579,Late Delivery
RET203638,ORD028604,Late Delivery
RET203639,ORD028633,Defective
RET203640,ORD028635,Late Delivery
RET203641,ORD028646,Defective
RET203642,ORD028647,Late Delivery
RET203643,ORD028650,Late Delivery
RET203644,ORD028654,Late Delivery
RET203645,ORD028657,Late Delivery
RET203646,ORD028659,Late Delivery
RET203647,ORD028667,Changed Mind
RET203648,ORD028677,Late Delivery
RET203649,ORD028700,Late Delivery
RET203650,ORD028701,Late Delivery
RET203651,ORD028706,Late Delivery
RET203652,ORD028710,Changed Mind
RET203653,ORD028713,Late Delivery
RET203654,ORD028719,Late Delivery
RET203655,ORD028727,Late Delivery
RET203656,ORD028730,Late Delivery
RET203657,ORD028733,Late Delivery
RET203658,ORD028745,Late Delivery
RET203659,ORD028753,Late Delivery
RET203660,ORD028754,Late Delivery
RET203661,ORD028764,Late Delivery
RET203662,ORD028777,Late Delivery
RET203663,ORD028788,Late Delivery
RET203664,ORD028796,Late Delivery
RET203665,ORD028801,Late Delivery
RET203666,ORD028824,Late Delivery
RET203667,ORD028827,Late Delivery
RET203668,ORD028834,Late Delivery
RET203669,ORD028840,Late Delivery
RET203670,ORD028841,Late Delivery
RET203671,ORD028842,Late Delivery
RET203672,ORD028843,Late Delivery
RET203673,ORD028851,Late Delivery
RET203674,ORD028856,Late Delivery
RET203675,ORD028864,Late Delivery
RET203676,ORD028876,Changed Mind
RET203677,ORD028897,Late Delivery
RET203678,ORD028898,Late Delivery
RET203679,ORD028912,Late Delivery
RET203680,ORD028913,Late Delivery
RET203681,ORD028922,Wrong Item
RET203682,ORD028937,Late Delivery
RET203683,ORD028939,Late Delivery
RET203684,ORD028943,Late Delivery
RET203685,ORD028967,Late Delivery
RET203686,ORD028973,Late Delivery
RET203687,ORD028974,Late Delivery
RET203688,ORD028978,Late Delivery
RET203689,ORD028988,Late Delivery
RET203690,ORD029012,Late Delivery
RET203691,ORD029013,Late Delivery
RET203692,ORD029020,Late Delivery
RET203693,ORD029029,Changed Mind
RET203694,ORD029043,Late Delivery
RET203695,ORD029044,Late Delivery
RET203696,ORD029052,Late Delivery
RET203697,ORD029092,Late Delivery
RET203698,ORD029097,Late Delivery
RET203699,ORD029103,Late Delivery
RET203700,ORD029110,Late Delivery
RET203701,ORD029119,Late Delivery
RET203702,ORD029124,Late Delivery
RET203703,ORD029133,Late Delivery
RET203704,ORD029137,Late Delivery
RET203705,ORD029139,Late Delivery
RET203706,ORD029166,Late Delivery
RET203707,ORD029180,Defective
RET203708,ORD029183,Late Delivery
RET203709,ORD029185,Late Delivery
RET203710,ORD029187,Late Delivery
RET203711,ORD029197,Late Delivery
RET203712,ORD029201,Late Delivery
RET203713,ORD029203,Late Delivery
RET203714,ORD029204,Late Delivery
RET203715,ORD029209,Late Delivery
RET203716,ORD029210,Late Delivery
RET203717,ORD029231,Late Delivery
RET203718,ORD029243,Late Delivery
RET203719,ORD029245,Late Delivery
RET203720,ORD029259,Late Delivery
RET203721,ORD029266,Late Delivery
RET203722,ORD029267,Late Delivery
RET203723,ORD029275,Late Delivery
RET203724,ORD029277,Late Delivery
RET203725,ORD029294,Late Delivery
RET203726,ORD029299,Late Delivery
RET203727,ORD029306,Late Delivery
RET203728,ORD029307,Late Delivery
RET203729,ORD029326,Late Delivery
RET203730,ORD029330,Late Delivery
RET203731,ORD029337,Late Delivery
RET203732,ORD029348,Changed Mind
RET203733,ORD029358,Defective
RET203734,ORD029362,Late Delivery
RET203735,ORD029363,Late Delivery
RET203736,ORD029389,Late Delivery
RET203737,ORD029391,Late Delivery
RET203738,ORD029394,Late Delivery
RET203739,ORD029418,Late Delivery
RET203740,ORD029448,Changed Mind
RET203741,ORD029449,Late Delivery
RET203742,ORD029464,Late Delivery
RET203743,ORD029474,Late Delivery
RET203744,ORD029480,Late Delivery
RET203745,ORD029489,Late Delivery
RET203746,ORD029497,Late Delivery
RET203747,ORD029500,Late Delivery
RET203748,ORD029510,Late Delivery
RET203749,ORD029512,Late Delivery
RET203750,ORD029517,Late Delivery
RET203751,ORD029543,Defective
RET203752,ORD029550,Late Delivery
RET203753,ORD029552,Late Delivery
RET203754,ORD029571,Late Delivery
RET203755,ORD029573,Late Delivery
RET203756,ORD029592,Late Delivery
RET203757,ORD029609,Late Delivery
RET203758,ORD029615,Late Delivery
RET203759,ORD029623,Late Delivery
RET203760,ORD029625,Late Delivery
RET203761,ORD029630,Late Delivery
RET203762,ORD029652,Late Delivery
RET203763,ORD029653,Late Delivery
RET203764,ORD029670,Late Delivery
RET203765,ORD029671,Late Delivery
RET203766,ORD029689,Late Delivery
RET203767,ORD029701,Late Delivery
RET203768,ORD029704,Late Delivery
RET203769,ORD029706,Late Delivery
RET203770,ORD029708,Late Delivery
RET203771,ORD029716,Wrong Item
RET203772,ORD029723,Late Delivery
RET203773,ORD029725,Late Delivery
RET203774,ORD029737,Late Delivery
RET203775,ORD029746,Late Delivery
RET203776,ORD029748,Late Delivery
RET203777,ORD029755,Late Delivery
RET203778,ORD029765,Late Delivery
RET203779,ORD029766,Changed Mind
RET203780,ORD029767,Late Delivery
RET203781,ORD029770,Late Delivery
RET203782,ORD029780,Defective
RET203783,ORD029787,Late Delivery
RET203784,ORD029789,Late Delivery
RET203785,ORD029791,Late Delivery
RET203786,ORD029796,Late Delivery
RET203787,ORD029797,Late Delivery
RET203788,ORD029807,Late Delivery
RET203789,ORD029808,Late Delivery
RET203790,ORD029812,Late Delivery
RET203791,ORD029817,Late Delivery
RET203792,ORD029826,Late Delivery
RET203793,ORD029829,Late Delivery
RET203794,ORD029846,Late Delivery
RET203795,ORD029852,Late Delivery
RET203796,ORD029858,Late Delivery
RET203797,ORD029881,Late Delivery
RET203798,ORD029892,Late Delivery
RET203799,ORD029893,Late Delivery
RET203800,ORD029896,Late Delivery
RET203801,ORD029900,Late Delivery
RET203802,ORD029911,Changed Mind
RET203803,ORD029917,Defective
RET203804,ORD029919,Late Delivery
RET203805,ORD029926,Late Delivery
RET203806,ORD029941,Late Delivery
RET203807,ORD029945,Late Delivery
RET203808,ORD029949,Late Delivery
RET203809,ORD029951,Late Delivery
RET203810,ORD029961,Late Delivery
RET203811,ORD029965,Late Delivery
RET203812,ORD029977,Late Delivery
RET203813,ORD029984,Late Delivery
RET203814,ORD029999,Defective
RET203815,ORD030005,Late Delivery
RET203816,ORD030007,Late Delivery
RET203817,ORD030030,Late Delivery
RET203818,ORD030035,Late Delivery
RET203819,ORD030037,Late Delivery
RET203820,ORD030041,Late Delivery
RET203821,ORD030044,Late Delivery
RET203822,ORD030045,Late Delivery
RET203823,ORD030046,Late Delivery
RET203824,ORD030057,Late Delivery
RET203825,ORD030058,Late Delivery
RET203826,ORD030059,Late Delivery
RET203827,ORD030061,Wrong Item
RET203828,ORD030066,Late Delivery
RET203829,ORD030070,Late Delivery
RET203830,ORD030074,Late Delivery
RET203831,ORD030100,Wrong Item
RET203832,ORD030118,Late Delivery
RET203833,ORD030125,Late Delivery
RET203834,ORD030126,Defective
RET203835,ORD030142,Late Delivery
RET203836,ORD030146,Late Delivery
RET203837,ORD030154,Late Delivery
RET203838,ORD030169,Late Delivery
RET203839,ORD030179,Late Delivery
RET203840,ORD030180,Late Delivery
RET203841,ORD030183,Late Delivery
RET203842,ORD030190,Late Delivery
RET203843,ORD030193,Late Delivery
RET203844,ORD030194,Late Delivery
RET203845,ORD030201,Late Delivery
RET203846,ORD030205,Late Delivery
RET203847,ORD030214,Late Delivery
RET203848,ORD030215,Late Delivery
RET203849,ORD030223,Late Delivery
RET203850,ORD030225,Late Delivery
RET203851,ORD030266,Late Delivery
RET203852,ORD030282,Defective
RET203853,ORD030284,Late Delivery
RET203854,ORD030290,Late Delivery
RET203855,ORD030297,Late Delivery
RET203856,ORD030306,Late Delivery
RET203857,ORD030308,Late Delivery
RET203858,ORD030318,Late Delivery
RET203859,ORD030323,Late Delivery
RET203860,ORD030325,Late Delivery
RET203861,ORD030338,Changed Mind
RET203862,ORD030342,Late Delivery
RET203863,ORD030348,Defective
RET203864,ORD030352,Late Delivery
RET203865,ORD030362,Late Delivery
RET203866,ORD030363,Late Delivery
RET203867,ORD030367,Late Delivery
RET203868,ORD030375,Late Delivery
RET203869,ORD030387,Late Delivery
RET203870,ORD030393,Late Delivery
RET203871,ORD030401,Late Delivery
RET203872,ORD030407,Late Delivery
RET203873,ORD030418,Late Delivery
RET203874,ORD030419,Late Delivery
RET203875,ORD030427,Late Delivery
RET203876,ORD030449,Late Delivery
RET203877,ORD030450,Late Delivery
RET203878,ORD030453,Late Delivery
RET203879,ORD030463,Late Delivery
RET203880,ORD030469,Late Delivery
RET203881,ORD030474,Late Delivery
RET203882,ORD030475,Late Delivery
RET203883,ORD030482,Late Delivery
RET203884,ORD030484,Late Delivery
RET203885,ORD030492,Late Delivery
RET203886,ORD030493,Late Delivery
RET203887,ORD030501,Late Delivery
RET203888,ORD030533,Late Delivery
RET203889,ORD030534,Late Delivery
RET203890,ORD030539,Late Delivery
RET203891,ORD030549,Late Delivery
RET203892,ORD030557,Wrong Item
RET203893,ORD030566,Late Delivery
RET203894,ORD030568,Late Delivery
RET203895,ORD030571,Changed Mind
RET203896,ORD030578,Late Delivery
RET203897,ORD030591,Late Delivery
RET203898,ORD030596,Late Delivery
RET203899,ORD030604,Late Delivery
RET203900,ORD030626,Late Delivery
RET203901,ORD030646,Late Delivery
RET203902,ORD030668,Late Delivery
RET203903,ORD030692,Late Delivery
RET203904,ORD030696,Late Delivery
RET203905,ORD030698,Late Delivery
RET203906,ORD030700,Late Delivery
RET203907,ORD030706,Late Delivery
RET203908,ORD030713,Late Delivery
RET203909,ORD030724,Late Delivery
RET203910,ORD030732,Late Delivery
RET203911,ORD030737,Late Delivery
RET203912,ORD030746,Late Delivery
RET203913,ORD030747,Late Delivery
RET203914,ORD030753,Late Delivery
RET203915,ORD030766,Late Delivery
RET203916,ORD030768,Late Delivery
RET203917,ORD030774,Late Delivery
RET203918,ORD030788,Late Delivery
RET203919,ORD030789,Late Delivery
RET203920,ORD030799,Wrong Item
RET203921,ORD030801,Late Delivery
RET203922,ORD030805,Late Delivery
RET203923,ORD030818,Late Delivery
RET203924,ORD030825,Late Delivery
RET203925,ORD030826,Late Delivery
RET203926,ORD030827,Late Delivery
RET203927,ORD030830,Late Delivery
RET203928,ORD030837,Late Delivery
RET203929,ORD030852,Late Delivery
RET203930,ORD030855,Late Delivery
RET203931,ORD030858,Late Delivery
RET203932,ORD030885,Wrong Item
RET203933,ORD030892,Late Delivery
RET203934,ORD030898,Late Delivery
RET203935,ORD030904,Late Delivery
RET203936,ORD030908,Late Delivery
RET203937,ORD030911,Late Delivery
RET203938,ORD030922,Defective
RET203939,ORD030923,Wrong Item
RET203940,ORD030938,Late Delivery
RET203941,ORD030943,Late Delivery
RET203942,ORD030957,Late Delivery
RET203943,ORD030965,Late Delivery
RET203944,ORD031005,Late Delivery
RET203945,ORD031006,Late Delivery
RET203946,ORD031007,Late Delivery
RET203947,ORD031042,Late Delivery
RET203948,ORD031050,Late Delivery
RET203949,ORD031060,Late Delivery
RET203950,ORD031068,Defective
RET203951,ORD031072,Late Delivery
RET203952,ORD031073,Late Delivery
RET203953,ORD031079,Late Delivery
RET203954,ORD031081,Late Delivery
RET203955,ORD031089,Defective
RET203956,ORD031094,Defective
RET203957,ORD031099,Late Delivery
RET203958,ORD031113,Late Delivery
RET203959,ORD031128,Late Delivery
RET203960,ORD031132,Changed Mind
RET203961,ORD031133,Late Delivery
RET203962,ORD031136,Late Delivery
RET203963,ORD031139,Defective
RET203964,ORD031147,Defective
RET203965,ORD031155,Late Delivery
RET203966,ORD031156,Late Delivery
RET203967,ORD031175,Late Delivery
RET203968,ORD031178,Changed Mind
RET203969,ORD031183,Late Delivery
RET203970,ORD031184,Late Delivery
